"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
1966,NA,"Average",1,1610,4,2,0,9,0.874,272600,"SCOTTSVILLE"
1940,1997,"Average",2.3,1438,3,1,0,6,0.68,123100,"SCOTTSVILLE"
1928,NA,"Average",1.7,1520,4,1,0,6,4.1,144400,"SCOTTSVILLE"
2010,NA,"Average",1,1404,3,2,0,6,6,198300,"SCOTTSVILLE"
1900,NA,"Average",1.7,1973,3,2,0,7,22.566,339600,"SCOTTSVILLE"
1918,1999,"Good",2,4169,4,3,1,8,15.345,929200,"SCOTTSVILLE"
1961,NA,"Good",1,1830,3,2,0,6,0.8,330900,"SCOTTSVILLE"
1951,NA,"Good",1.7,3186,4,2,1,8,51.592,741600,"SCOTTSVILLE"
1754,2002,"Good",1.7,2440,4,3,0,7,15.44,631800,"SCOTTSVILLE"
1900,1985,"Good",1.9,3848,4,3,1,8,76.963,1041700,"SCOTTSVILLE"
1917,1998,"Good",1.5,3386,4,3,1,8,80,790400,"SCOTTSVILLE"
2004,NA,"Average",1.9,2677,4,2,1,8,32.72,576700,"SCOTTSVILLE"
1976,NA,"Average",1,1738,3,2,0,8,66.798,730200,"SCOTTSVILLE"
1998,NA,"Good",2.3,2287,3,2,1,7,7.8,385000,"SCOTTSVILLE"
1974,2005,"Average",1,960,3,1,0,5,0.91,149700,"SCOTTSVILLE"
1925,NA,"Average",2,1860,2,2,0,6,28.38,282500,"SCOTTSVILLE"
1920,1999,"Average",1,1150,3,1,0,6,2,174500,"SCOTTSVILLE"
1989,NA,"Good",1,1484,3,2,0,6,3.32,335800,"SCOTTSVILLE"
1983,NA,"Average",1,1392,3,2,0,5,2,290700,"SCOTTSVILLE"
1988,NA,"Good",1,1490,3,2,0,6,3.284,326600,"SCOTTSVILLE"
2021,NA,"Average",1,1485,3,2,0,5,9.3,265300,"SCOTTSVILLE"
1984,NA,"Average",1,924,2,2,0,4,3,62400,"SCOTTSVILLE"
1900,NA,"Average",2,2190,5,1,0,7,12.518,261300,"SCOTTSVILLE"
1988,NA,"Average",1,1296,3,2,0,5,2.482,81300,"SCOTTSVILLE"
1986,NA,"Average",1.5,1170,3,1,1,6,4.742,195700,"SCOTTSVILLE"
1920,1986,"Average",1.5,1376,3,1,0,6,2.383,177800,"SCOTTSVILLE"
1979,NA,"Average",1,1248,3,2,0,6,2.09,84700,"SCOTTSVILLE"
1920,2005,"Fair",1.7,1752,3,2,0,6,1.13,184100,"SCOTTSVILLE"
1963,NA,"Average",1,1176,3,1,0,5,7.781,201700,"SCOTTSVILLE"
1940,1985,"Average",1,1204,4,1,0,5,0.98,101700,"SCOTTSVILLE"
1754,1986,"Average",1,1224,2,1,0,4,1.75,109000,"SCOTTSVILLE"
1962,2012,"Good",1,920,3,1,0,5,2.837,177900,"SCOTTSVILLE"
1968,NA,"Average",1,1120,3,1,0,6,8.67,215900,"SCOTTSVILLE"
1965,NA,"Average",1,1120,3,1,0,5,0.93,163400,"SCOTTSVILLE"
1990,NA,"Average",1,1400,3,2,0,6,2.015,259900,"SCOTTSVILLE"
2002,NA,"Average",1,2040,3,2,0,6,2.008,298100,"SCOTTSVILLE"
1948,1981,"Average",1,960,2,1,0,5,2.59,170000,"SCOTTSVILLE"
1960,2009,"Average",1.5,2440,3,3,0,7,2,260300,"SCOTTSVILLE"
1978,NA,"Average",1,1262,3,2,1,7,2.013,252000,"SCOTTSVILLE"
NA,NA,NA,1,1288,2,2,0,5,3.75,204900,"SCOTTSVILLE"
1940,NA,"Average",1,1256,2,1,0,4,12.6,231300,"SCOTTSVILLE"
1998,NA,"Good",1.3,1456,2,1,0,4,2,203100,"SCOTTSVILLE"
1960,NA,"Average",1,960,3,1,0,5,25,271300,"SCOTTSVILLE"
1991,NA,"Average",1,960,4,2,0,6,3.586,172600,"SCOTTSVILLE"
1962,NA,"Fair",1,890,3,1,0,5,1.989,120000,"SCOTTSVILLE"
2003,NA,"Average",1.7,3487,4,4,1,10,6.533,562800,"SCOTTSVILLE"
1983,NA,"Average",1,1248,3,2,0,6,1.439,68800,"SCOTTSVILLE"
1950,1982,"Average",1,1050,3,1,0,5,1.57,130700,"SCOTTSVILLE"
1928,1994,"Average",1,1616,3,2,0,5,19.63,319900,"SCOTTSVILLE"
1991,NA,"Good",1,1352,3,2,0,6,2.787,281500,"SCOTTSVILLE"
2004,NA,"Average",1,1618,3,2,0,6,2.387,321700,"SCOTTSVILLE"
1999,NA,"Good",2,2188,3,2,1,7,2.387,429200,"SCOTTSVILLE"
2009,NA,"Average",2,1984,4,3,1,0,1.381,296000,"SCOTTSVILLE"
2008,NA,"Average",1.7,1811,3,3,1,6,1.679,327200,"SCOTTSVILLE"
NA,NA,NA,1,1920,3,2,1,5,1.224,297900,"SCOTTSVILLE"
1754,NA,"Fair",1.7,1340,2,1,0,5,0,80600,NA
1754,NA,"Fair",1.7,748,2,1,0,5,2.07,75300,"SCOTTSVILLE"
2021,NA,"Average",1,864,2,2,0,4,2.53,171500,"SCOTTSVILLE"
1930,1994,"Good",1,1558,3,2,0,5,2.916,215000,"SCOTTSVILLE"
1978,NA,"Average",1,1092,4,2,0,9,2,256800,"SCOTTSVILLE"
1977,NA,"Good",1,1269,3,1,1,6,2.265,260800,"SCOTTSVILLE"
1930,NA,"Average",1,852,2,1,0,4,NA,NA,NA
1754,NA,"Average",1,933,2,1,0,4,NA,NA,NA
1900,1979,"Average",2,1792,3,1,1,6,1.09,244800,"SCOTTSVILLE"
1950,NA,"Average",1,1000,2,1,0,5,0.5,148600,"SCOTTSVILLE"
1948,NA,"Average",1,1008,3,1,0,6,0.558,178800,"SCOTTSVILLE"
1940,NA,"Average",1,968,3,1,0,5,0.68,194000,"SCOTTSVILLE"
1950,NA,"Average",1.3,1724,4,1,0,7,2,178700,"SCOTTSVILLE"
1991,NA,"Average",1,1620,3,2,0,6,2.307,96600,"SCOTTSVILLE"
1992,NA,"Average",1,1012,3,2,0,6,2,73900,"SCOTTSVILLE"
1992,NA,"Average",1,1456,3,2,0,6,2.337,92700,"SCOTTSVILLE"
2005,NA,"Average",1,1579,3,3,0,6,1.714,288600,"SCOTTSVILLE"
1939,2008,"Good",1,2304,3,2,1,7,5.17,341900,"SCOTTSVILLE"
1754,1990,"Average",1,1889,3,2,0,6,2.126,189000,"SCOTTSVILLE"
1890,NA,"Average",1.9,2050,3,2,0,6,18.744,373900,"SCOTTSVILLE"
1940,NA,"Average",1,1104,3,1,0,5,0.42,179300,"SCOTTSVILLE"
1996,NA,"Good",1,1776,3,2,0,5,2.274,255400,"SCOTTSVILLE"
1995,NA,"Average",1,720,1,1,1,4,1.427,138800,"SCOTTSVILLE"
1923,NA,"Average",1,994,2,1,1,4,1.42,170900,"SCOTTSVILLE"
1976,2006,"Good",1,1229,3,2,0,6,9.962,395300,"SCOTTSVILLE"
1973,NA,"Average",1,1008,3,1,0,5,2,234600,"SCOTTSVILLE"
1940,1995,"Average",1,1147,3,1,0,5,2,118000,"SCOTTSVILLE"
1972,NA,"Average",1,960,3,1,0,5,1.977,111900,"SCOTTSVILLE"
1816,NA,"Good",1.5,4207,5,5,1,6,NA,NA,NA
2008,NA,"Excellent",1,1132,2,1,0,4,NA,NA,NA
1770,1986,"Good",1,2036,3,3,0,7,NA,NA,NA
1754,NA,"Good",1,676,1,1,0,3,NA,NA,NA
1957,NA,"Good",1,1579,3,2,0,6,7.234,368900,"SCOTTSVILLE"
1933,NA,"Average",1,816,2,1,0,5,0.512,146000,"SCOTTSVILLE"
2001,NA,"Average",1.5,3537,4,3,2,8,0,922300,NA
1976,NA,"Good",2,2016,3,2,0,6,10.43,366900,"SCOTTSVILLE"
1830,1975,"Good",2,2476,4,2,1,8,NA,NA,NA
1754,NA,"Average",1.5,473,1,1,0,2,NA,NA,NA
1977,NA,"Average",1,1334,5,3,0,9,2,272200,"SCOTTSVILLE"
1976,NA,"Average",1,1056,4,2,1,7,2,239200,"SCOTTSVILLE"
1977,NA,"Average",1,1100,3,2,0,6,2.011,222400,"SCOTTSVILLE"
2004,NA,"Average",2,1662,3,2,1,6,2.001,278500,"SCOTTSVILLE"
1978,NA,"Good",1.3,1984,3,3,0,7,2.001,334000,"SCOTTSVILLE"
1978,NA,"Average",1,1286,3,2,0,5,2.001,249900,"SCOTTSVILLE"
1978,2013,"Average",1,1315,3,2,0,6,2.001,257800,"SCOTTSVILLE"
1978,NA,"Average",1,1957,3,2,0,5,4.002,275900,"SCOTTSVILLE"
1988,NA,"Average",1,1518,3,2,0,6,0,161700,NA
1988,NA,"Average",1,1518,3,2,0,6,4.002,283400,"SCOTTSVILLE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,46000,NA
1978,NA,"Average",1,1492,3,1,1,6,2.352,222700,"SCOTTSVILLE"
1979,NA,"Good",1,1092,2,2,0,4,2.499,216300,"SCOTTSVILLE"
2001,NA,"Average",1.5,3537,4,3,2,8,66.16,1022000,"SCOTTSVILLE"
1943,NA,"Good",1.3,1349,4,2,0,7,0,181100,"SCOTTSVILLE"
1954,NA,"Average",1.3,1699,3,2,0,7,0,198800,"SCOTTSVILLE"
1943,NA,"Average",1.3,1397,4,2,0,6,0,191100,"SCOTTSVILLE"
1954,NA,"Average",1.5,1253,3,1,0,7,0,171200,"SCOTTSVILLE"
1943,NA,"Average",1.5,1437,3,2,0,7,0,195400,"SCOTTSVILLE"
1943,NA,"Average",1.3,1701,4,2,0,7,0,220300,"SCOTTSVILLE"
1940,NA,"Average",1.5,1253,4,1,0,6,0,164900,"SCOTTSVILLE"
1950,NA,"Average",1.3,1685,4,2,0,8,0,214600,"SCOTTSVILLE"
1959,NA,"Average",1,1540,3,1,0,6,0.9,232100,"SCOTTSVILLE"
1930,2020,"Excellent",1.7,2681,3,3,0,11,0,405000,"SCOTTSVILLE"
1960,NA,"Average",1,1125,3,1,1,5,0,206400,"SCOTTSVILLE"
1974,NA,"Average",1,1232,3,2,0,5,0,226000,"SCOTTSVILLE"
1975,2009,"Average",1,1008,3,1,0,5,0,172600,"SCOTTSVILLE"
2004,NA,"Average",1,1144,3,2,0,5,0,207400,"SCOTTSVILLE"
1974,NA,"Average",1,1008,3,1,0,5,0,169600,"SCOTTSVILLE"
1975,NA,"Average",1,1212,4,2,0,6,0,194500,"SCOTTSVILLE"
1975,NA,"Average",1,960,3,1,0,5,0,198500,"SCOTTSVILLE"
1975,2001,"Average",1,960,3,1,0,5,0,163900,"SCOTTSVILLE"
1975,NA,"Average",1,1056,3,1,0,5,0,170200,"SCOTTSVILLE"
1958,NA,"Average",1,1125,3,1,1,7,0,206500,"SCOTTSVILLE"
1754,NA,"Poor",1,636,NA,1,NA,2,1.501,48900,"SCOTTSVILLE"
1977,NA,"Average",1,960,3,1,0,5,0,157400,"SCOTTSVILLE"
1976,NA,"Average",1,1296,3,1,0,5,0,201700,"SCOTTSVILLE"
1974,NA,"Average",1,1040,3,1,0,5,0,178400,"SCOTTSVILLE"
1978,NA,"Average",1,960,3,1,0,5,0,169200,"SCOTTSVILLE"
1977,NA,"Average",1,960,3,1,0,5,0,163800,"SCOTTSVILLE"
1911,NA,"Average",1.5,2360,3,2,0,5,10.85,218300,"SCHUYLER"
1754,NA,"Fair",2,898,3,1,0,6,2.46,39000,"SCHUYLER"
2000,NA,"Average",1.5,2571,3,3,0,6,10.02,492200,"SCHUYLER"
2003,NA,"Average",1.9,1596,3,2,1,6,8.07,283800,"SCHUYLER"
2005,NA,"Average",1.9,1930,3,2,1,6,21.14,352500,"SCHUYLER"
1998,NA,"Average",1,1296,3,2,0,5,21.13,138300,"SCHUYLER"
1997,NA,"Average",1,1432,2,3,0,5,28.34,396800,"SCHUYLER"
2002,NA,"Average",1.7,3612,4,3,1,8,25.14,649400,"SCHUYLER"
2004,NA,"Average",1.3,2250,3,2,0,7,14.45,341100,"SCHUYLER"
NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,45900,NA
1978,NA,"Average",1,1590,4,3,0,6,4.189,319500,"SCHUYLER"
1959,2008,"Average",1,2529,3,2,0,5,5.26,420600,"SCHUYLER"
1754,1983,"Average",1.5,1190,3,1,0,6,4.35,189500,"SCHUYLER"
2005,NA,"Average",1.7,2422,2,2,0,6,17.09,699300,"SCHUYLER"
1999,NA,"Average",1.5,1280,2,3,0,5,123.94,673400,"SCHUYLER"
2000,NA,"Average",1,2170,3,2,1,7,39.88,620600,"SCHUYLER"
1999,NA,"Average",1.7,1812,1,3,0,6,26.8,447300,"SCHUYLER"
1998,2003,"Average",1,1792,3,2,0,5,29.23,540000,"SCHUYLER"
1999,NA,"Average",2,2976,3,3,0,7,3.08,376700,"SCHUYLER"
2009,NA,"Average",1.3,752,1,1,0,3,12,221300,"SCHUYLER"
1926,1995,"Average",2,1664,3,1,1,7,2,143100,"ESMONT"
2006,NA,"Average",1.5,1820,3,2,0,6,82.6,655000,"ESMONT"
2016,NA,"Good",1.5,864,0,1,0,0,62.1,347600,"ESMONT"
2019,NA,"Average",1.52,1726,3,2,0,6,10.93,395000,"ESMONT"
2002,NA,"Average",1,1748,4,2,0,6,8.61,131900,"ESMONT"
1983,NA,"Average",1.7,1096,4,2,0,7,31.85,314200,"ESMONT"
1982,NA,"Average",1.7,1544,2,2,0,5,5,253400,"ESMONT"
1982,NA,"Average",2,924,1,1,1,4,17.13,250200,"ESMONT"
2004,NA,"Average",1,1339,3,2,0,5,6.61,186000,"ESMONT"
2008,NA,"Average",1,1288,1,1,0,4,5.945,251300,"ESMONT"
2000,NA,"Average",1,1392,3,2,0,6,21.398,285500,"ESMONT"
1900,1981,"Average",2,2724,2,2,0,6,6.386,426400,"ESMONT"
2008,NA,"Average",2,1728,3,2,0,6,5,251600,"ESMONT"
NA,NA,NA,NA,NA,NA,NA,NA,NA,50.084,218500,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,67.66,285600,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69,147900,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,58.84,327600,NA
1997,NA,"Average",1.5,1863,3,2,2,5,5,291900,"ESMONT"
2007,NA,"Average",1.3,1801,2,2,0,5,23,359800,"ESMONT"
1996,NA,"Average",1.3,1626,3,2,0,6,21,424300,"ESMONT"
2004,NA,"Average",1,2203,1,2,1,6,9,445000,"ESMONT"
1998,2005,"Average",1,2310,4,3,0,8,23,484200,"ESMONT"
1800,1999,"Average",1.7,1943,4,2,0,6,62.14,585600,"ESMONT"
2006,NA,"Average",1.7,1726,3,3,0,5,23.15,393600,"ESMONT"
2000,NA,"Average",1,1295,1,2,0,5,23,331000,"ESMONT"
1995,NA,"Average",1.9,4530,4,6,1,9,21.68,794400,"ESMONT"
1994,NA,"Average",1,1092,4,2,0,8,7.011,209700,"ESMONT"
1925,1999,"Average",1,1440,4,2,0,6,5.08,133300,"ESMONT"
1754,NA,"Average",1,1652,3,2,0,0,NA,NA,NA
1754,NA,"Average",1,1015,0,1,0,0,NA,NA,NA
1754,NA,"Average",1.5,320,0,1,0,0,NA,NA,NA
1845,2008,"Average",1.7,3060,4,3,1,8,9.149,316300,"ESMONT"
2014,NA,"Good",1.3,2256,2,3,1,4,2.945,522600,"ESMONT"
2011,NA,"Average",2,2341,3,2,1,8,4.297,269200,"ESMONT"
2005,NA,"Average",1.13,2486,1,2,1,6,17.25,920500,"ESMONT"
1754,NA,"Average",1,906,2,1,0,4,3.519,86600,"ESMONT"
1983,NA,"Average",1,924,2,1,0,0,37.5,189600,"ESMONT"
1960,2002,"Excellent",1,1040,3,1,0,5,6,201300,"ESMONT"
1850,2005,"Average",1.5,2156,3,1,0,6,186.5,956000,"ESMONT"
1960,NA,"Poor",1,800,2,1,0,4,7.631,110100,"ESMONT"
1981,NA,"Average",1,976,3,1,0,5,2,109800,"ESMONT"
2006,NA,"Average",1,1400,3,2,0,6,2,188700,"ESMONT"
2015,NA,"Average",1,1225,3,2,0,5,1.39,153500,"ESMONT"
1960,1986,"Average",1,1056,3,1,0,6,1,122500,"ESMONT"
1953,1997,"Average",1,936,2,1,0,5,2.25,109500,"ESMONT"
1960,1985,"Average",1,1096,3,1,0,6,2.02,100500,"ESMONT"
1963,1995,"Average",1,890,2,1,0,5,1.02,107700,"ESMONT"
1960,2005,"Average",1,760,2,1,0,0,2.02,88500,"ESMONT"
2007,NA,"Average",2,1568,3,3,0,0,2.1,184200,"ESMONT"
2009,NA,"Average",1,1300,4,2,0,5,2.78,197800,"ESMONT"
2007,NA,"Average",1,1204,3,2,1,6,2.13,192100,"ESMONT"
2007,NA,"Average",2,1152,3,2,1,6,2.03,171300,"ESMONT"
2005,NA,"Average",1,1557,3,2,0,6,4.8,147500,"ESMONT"
1754,NA,"Very Poor",1,996,3,1,0,5,5,47200,"ESMONT"
1950,1985,"Very Poor",1,720,3,1,0,5,6.33,26300,"ESMONT"
1991,NA,"Average",1,900,3,1,0,5,2.952,128500,"ESMONT"
1991,NA,"Average",1,900,3,1,0,5,5.904,137000,"ESMONT"
2002,NA,"Average",1,2052,3,3,0,6,2.952,100600,"ESMONT"
2001,NA,"Average",1,988,3,1,1,5,2.57,161500,"ESMONT"
2003,NA,"Average",1,1008,3,1,0,5,2.81,152700,"ESMONT"
1980,1994,"Very Poor",1,752,2,1,0,4,5.034,72800,"ESMONT"
1754,NA,"Very Poor",1,828,2,1,0,4,0.61,33300,"ESMONT"
1964,NA,"Average",1,996,3,1,0,5,0.39,90900,"ESMONT"
1962,NA,"Average",1,1024,3,1,0,6,3.128,138200,"ESMONT"
1978,NA,"Average",1,672,2,1,0,0,2,60300,"ESMONT"
1940,1986,"Average",1,984,3,1,0,5,NA,NA,NA
2016,NA,"Average",1,1560,3,2,NA,5,NA,NA,NA
1997,NA,"Average",1,868,2,1,0,0,4,68000,"ESMONT"
NA,NA,NA,1,1248,3,3,1,5,5,236300,"ESMONT"
1992,NA,"Average",1,1012,3,2,0,6,2.96,144600,"ESMONT"
1835,2007,"Average",2,2644,5,1,0,8,75.11,452400,"ESMONT"
2005,NA,"Average",1.5,1932,3,2,1,5,5,297200,"ESMONT"
2007,NA,"Average",1,2080,3,2,0,6,6,382600,"ESMONT"
1984,NA,"Average",1,1062,3,1,0,5,2.352,129300,"ESMONT"
1754,NA,"Very Poor",0,768,0,1,0,0,124.71,602100,NA
1956,NA,"Average",1,1244,2,1,0,5,2.99,150000,"HOWARDSVILLE"
1930,NA,"Poor",1.7,1272,5,1,0,8,2.274,91200,"ESMONT"
1993,NA,"Average",1,1450,3,2,0,5,5.307,76000,"ESMONT"
1754,2003,"Average",1.7,1696,2,1,1,6,5,308800,"ESMONT"
1945,1999,"Average",1,1002,2,1,0,5,9.5,140700,"ESMONT"
2002,NA,"Average",1,1976,4,2,0,0,5.662,147100,"ESMONT"
1994,2004,"Average",1.9,7136,4,4,3,11,21,1414100,"HOWARDSVILLE"
2004,NA,"Average",1.7,1792,3,3,0,8,4.84,338200,"HOWARDSVILLE"
1969,NA,"Fair",1,760,3,1,0,6,5,84600,"ESMONT"
1921,1985,"Average",1,1968,4,2,0,8,NA,NA,NA
1754,1985,"Average",1,920,4,1,0,6,NA,NA,NA
1754,1985,"Average",1,1890,4,2,0,6,NA,NA,NA
1993,NA,"Average",1,1104,3,2,0,5,2,189200,"ESMONT"
1993,NA,"Average",1,960,3,1,0,5,2,153800,"ESMONT"
1994,NA,"Average",1,1080,3,1,1,5,2,171900,"ESMONT"
1957,NA,"Average",1,1408,4,2,1,8,NA,NA,NA
1985,1997,"Average",1,3600,3,3,0,0,NA,NA,NA
1997,NA,"Average",1.7,1500,4,3,0,6,4.15,273300,"ESMONT"
2007,NA,"Fair",1.7,4579,6,5,1,12,7.54,518100,"ESMONT"
2004,NA,"Average",1,1782,3,2,1,6,37.5,257700,"ESMONT"
1998,NA,"Average",1.5,1975,4,4,0,7,4,270100,"ESMONT"
1820,2011,"Average",2,2428,4,2,0,8,6,292500,"ESMONT"
NA,NA,NA,1,1960,3,2,NA,5,6.27,260400,"ESMONT"
NA,NA,NA,1,2128,4,2,0,6,6.59,168900,"ESMONT"
1965,NA,"Average",1,800,2,1,0,5,9.709,83100,"ESMONT"
1982,NA,"Average",1.7,2636,4,2,1,7,5,321600,"HOWARDSVILLE"
1982,NA,"Average",2,1728,3,2,1,6,20.434,310500,"HOWARDSVILLE"
1900,NA,"Average",1.5,2448,3,2,0,6,64.95,443200,"HOWARDSVILLE"
NA,NA,NA,1,1018,1,1,0,3,12.14,195300,"HOWARDSVILLE"
1890,2007,"Average",1.7,4444,4,3,1,11,2.999,737800,"HOWARDSVILLE"
NA,NA,NA,1.67,2197,4,2,1,7,53.423,437500,"HOWARDSVILLE"
1765,2005,"Average",1.5,3012,3,3,1,8,360.43,1013600,"ESMONT"
1955,2005,"Average",1.5,1834,3,2,0,7,4.669,302700,"ESMONT"
1971,NA,"Average",1,988,2,1,0,4,0.826,203500,"ESMONT"
2012,NA,"Average",1.7,1561,3,2,1,6,9.444,286100,"ESMONT"
1973,NA,"Average",1,1332,3,2,0,5,3.349,250200,"ESMONT"
2002,NA,"Average",1,1560,3,2,0,5,11.36,273400,"ESMONT"
1994,NA,"Average",1,960,3,1,1,5,6.32,161500,"ESMONT"
1995,NA,"Average",1,1152,2,2,0,5,5.73,87100,"ESMONT"
1920,1978,"Average",1.5,3037,3,2,1,6,6.167,160400,"ESMONT"
1754,1981,"Average",1.5,1209,3,1,0,5,2.002,135000,"ESMONT"
1988,2008,"Average",1,1344,3,2,0,6,NA,NA,NA
2004,NA,"Average",1,1620,3,2,0,5,NA,NA,NA
1900,1968,"Average",2,2731,3,2,1,6,32.15,453900,"ESMONT"
1950,NA,"Average",1.7,936,3,1,0,5,9.367,120800,"ESMONT"
1840,1993,"Average",2.3,2176,4,1,1,7,46.254,249500,"SCOTTSVILLE"
1920,NA,"Average",1,1328,2,1,0,4,10,150600,"SCOTTSVILLE"
1904,2007,"Average",1.5,8517,3,5,1,8,474.06,2757500,"SCOTTSVILLE"
1979,NA,"Average",1,1056,5,2,0,7,2,158200,"SCOTTSVILLE"
1963,1999,"Average",1,1120,3,1,0,5,2,201900,"ESMONT"
2018,NA,"Average",1.32,1245,3,2,0,5,6.01,251000,"ESMONT"
1970,NA,"Average",1,1770,3,2,0,5,2.292,253600,"ESMONT"
2008,NA,"Average",1.5,2876,3,3,1,6,7.46,424600,"ESMONT"
2009,NA,"Average",1,2299,3,3,0,0,5,342900,"ESMONT"
1750,NA,"Poor",1.5,1548,4,1,0,5,162.87,688400,"ESMONT"
1902,NA,"Average",2,1976,2,1,0,6,4,241200,"SCOTTSVILLE"
1910,NA,"Fair",1,1554,4,1,0,7,108.1,456400,"SCOTTSVILLE"
2004,NA,"Average",2.5,4528,4,5,1,8,73.572,948600,"SCOTTSVILLE"
1900,2008,"Average",1.7,1364,3,1,0,5,2.009,234500,"SCOTTSVILLE"
1950,NA,"Average",1.7,1458,3,1,1,6,2.726,209100,"SCOTTSVILLE"
1999,NA,"Average",1,1664,2,2,0,5,5.443,371300,"SCOTTSVILLE"
1997,NA,"Good",1,3965,3,3,1,9,48.05,1140500,"SCOTTSVILLE"
1928,NA,"Fair",1,1962,3,1,0,5,5.117,164600,"SCOTTSVILLE"
2000,NA,"Average",1.5,1248,2,2,0,4,NA,NA,NA
2004,NA,"Average",1.5,2674,3,2,1,7,NA,NA,NA
1964,NA,"Average",1,1288,5,2,0,9,6,307100,"SCOTTSVILLE"
2001,NA,"Average",2,3014,3,3,0,6,21,778000,"SCOTTSVILLE"
2005,NA,"Average",1.7,2806,3,3,1,6,5.077,427500,"SCOTTSVILLE"
2008,NA,"Average",1.7,4352,3,4,1,8,106.256,940800,"SCOTTSVILLE"
1963,2004,"Average",1.7,2453,4,2,1,8,2.025,357800,"SCOTTSVILLE"
1907,2010,"Average",1.7,1152,2,1,1,4,1,134700,"SCOTTSVILLE"
1925,NA,"Average",2,3332,3,4,0,8,NA,NA,NA
1754,NA,"Average",1,1188,2,2,0,2,NA,NA,NA
1754,2001,"Fair",1.9,1688,2,1,1,6,NA,NA,NA
1979,2003,"Good",1.75,2114,3,2,0,6,2,320800,"SCOTTSVILLE"
2005,NA,"Average",1.3,7360,5,6,1,12,9,1538500,"SCOTTSVILLE"
2007,NA,"Average",1.9,5702,4,5,1,10,21.19,891000,"SCOTTSVILLE"
2004,NA,"Average",1.5,1026,1,1,1,5,23.935,309000,"SCOTTSVILLE"
2012,NA,"Average",1.5,3361,2,3,0,7,23.029,1054900,"SCOTTSVILLE"
2007,NA,"Average",1,1248,3,2,0,5,4.09,160700,"SCOTTSVILLE"
2006,NA,"Average",1,1196,3,2,0,6,4.22,246400,"SCOTTSVILLE"
2006,NA,"Good",2,1568,3,2,1,6,5,259200,"SCOTTSVILLE"
1950,NA,"Average",1.3,1509,3,1,0,6,32.633,278800,"SCOTTSVILLE"
1973,NA,"Average",1,1385,3,2,0,6,2.015,172100,"SCOTTSVILLE"
1978,NA,"Average",1,1164,3,2,0,5,2.012,176600,"SCOTTSVILLE"
2004,NA,"Average",1,1624,3,2,0,5,2.659,229300,"SCOTTSVILLE"
1949,NA,"Average",1.3,1552,3,1,0,5,1.524,157400,"SCOTTSVILLE"
1803,1977,"Average",1,1204,3,2,0,7,8.943,389000,"SCOTTSVILLE"
1789,2007,"Average",2,2683,4,3,0,7,6.9,471100,"SCOTTSVILLE"
1960,2021,"Good",1,1713,3,2,0,5,1.502,276400,"SCOTTSVILLE"
1840,2008,"Average",1.7,3241,3,4,1,8,6.73,440200,"SCOTTSVILLE"
1986,NA,"Very Poor",1,864,4,2,0,6,15.12,117800,"SCOTTSVILLE"
1977,NA,"Average",2,2088,3,2,1,7,8.672,339000,"SCOTTSVILLE"
1982,NA,"Average",2,2016,3,3,0,7,8.11,399200,"SCOTTSVILLE"
1997,NA,"Average",2,2568,4,2,1,8,7.12,352000,"SCOTTSVILLE"
1792,2002,"Average",2,3360,5,3,1,7,11.712,959900,"SCOTTSVILLE"
2016,NA,"Average",1.7,6068,4,5,2,10,511.39,3243200,"SCOTTSVILLE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,46200,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4500,NA
1972,NA,"Fair",0,792,3,2,0,0,2.01,49900,"SCOTTSVILLE"
1982,NA,"Average",1,960,3,1,0,6,2.001,159000,"SCOTTSVILLE"
1978,NA,"Average",1,1104,3,2,0,6,2,220300,"SCOTTSVILLE"
1940,2003,"Fair",1,934,3,1,0,5,2.189,118700,"SCOTTSVILLE"
1947,NA,"Average",1,784,2,1,0,5,3,141000,"SCOTTSVILLE"
1965,NA,"Average",1,1292,2,1,1,7,1,146100,"SCOTTSVILLE"
1965,NA,"Average",1,842,2,1,0,4,0.476,73500,"SCOTTSVILLE"
1985,NA,"Average",1,1008,3,1,0,5,2.2,197800,"SCOTTSVILLE"
1949,1980,"Average",1,1264,2,1,0,4,5.61,170000,"SCOTTSVILLE"
1971,NA,"Average",1,2010,4,2,0,6,9.17,358200,"SCOTTSVILLE"
1987,1996,"Average",1,1707,3,3,0,6,5.5,211000,"SCOTTSVILLE"
1976,NA,"Average",1.5,1490,2,1,0,5,5.62,246400,"SCOTTSVILLE"
1976,NA,"Average",1.5,2347,4,2,0,9,2,314700,"SCOTTSVILLE"
1993,NA,"Average",1,1540,3,2,0,5,5.842,137200,"SCOTTSVILLE"
1991,NA,"Average",1,2164,3,3,0,7,4.242,311000,"SCOTTSVILLE"
2002,NA,"Average",1.3,1800,2,4,0,6,4.181,396100,"SCOTTSVILLE"
1989,2012,"Average",2,1941,5,3,1,10,4.251,308400,"SCOTTSVILLE"
